Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume EOS,Volume RUR
2019-04-12,EOSRUR,339.69,343,323.65,343,197.72,66324.71
2019-04-11,EOSRUR,347,347,321.84,339.69,130.23,42535.6
2019-04-10,EOSRUR,331,347,320,347,131.27,43612.41
2019-04-09,EOSRUR,330,331,304,331,101.06,33014.1
2019-04-08,EOSRUR,306,330,306,330,18.42,5847.34
2019-04-07,EOSRUR,301,306,288.49,306,138.94,41964.75
2019-04-06,EOSRUR,287.32,310,287.32,301,38.55,11724.73
2019-04-05,EOSRUR,277.03,310,277.03,287.32,45.07,13770.98
2019-04-04,EOSRUR,303,305,260.19,277.03,107.7,32390.66
2019-04-03,EOSRUR,280,347,269.1,303,51.63,15306.28
2019-04-02,EOSRUR,260,280,254,280,20.17,5356.44
2019-04-01,EOSRUR,260,267,254,260,7.391,1901.05
2019-03-31,EOSRUR,250,267,250,260,20.38,5327.01
2019-03-30,EOSRUR,254,260,242.1,250,8.413,2087.33
2019-03-29,EOSRUR,257,257.9,236,254,39.8,9786.3
2019-03-28,EOSRUR,255,260,234.01,257,7.415,1845.44
2019-03-27,EOSRUR,230,262,225.3,255,19.07,4595.48
2019-03-26,EOSRUR,228.23,230,225,230,13.57,3089.3
2019-03-25,EOSRUR,228.24,228.24,221,228.23,45.04,10243.13
2019-03-24,EOSRUR,234.1,234.1,225,228.24,26.08,5943.73
2019-03-23,EOSRUR,230,235,230,234.1,12.67,2971.03
2019-03-22,EOSRUR,219.9,230,219.9,230,10.52,2337.7
2019-03-21,EOSRUR,230,230,217.5,219.9,1.281,293.67
2019-03-20,EOSRUR,217.5,230,217.5,230,2.178,501.04
2019-03-19,EOSRUR,236,236,217.45,217.5,10.56,2375.34
2019-03-18,EOSRUR,227.44,236,224.68,236,2.016,475.55
2019-03-17,EOSRUR,226.21,235,226.21,227.44,0.3978,93.49
2019-03-16,EOSRUR,227,231.08,214,226.21,0.7457,170.61
2019-03-15,EOSRUR,218,227,211,227,3.477,782.77
2019-03-14,EOSRUR,209,218,209,218,0.2263,47.43
2019-03-13,EOSRUR,208,218,208,209,0.04103,8.611
2019-03-12,EOSRUR,226.46,228,208,208,8.337,1756.37
2019-03-11,EOSRUR,227.03,227.03,212,226.46,8.288,1760.56
2019-03-10,EOSRUR,236,236,227.03,227.03,0.3472,79.85
2019-03-09,EOSRUR,229,236,223,236,1.781,407.99
2019-03-08,EOSRUR,230,230,223,223,1.003,223.78
2019-03-07,EOSRUR,233,233,230,230,0.1558,35.84
2019-03-06,EOSRUR,235,235,220,233,4.331,964.55
2019-03-05,EOSRUR,210.82,220,210.02,220,3.011,655.0
2019-03-04,EOSRUR,224.57,224.57,211,211,0.0004944,0.1043
2019-03-03,EOSRUR,224.57,225.58,216.22,224.57,0.6118,137.11
2019-03-02,EOSRUR,220,235,220,228,0.01162,2.674
2019-03-01,EOSRUR,226.12,226.12,220,220,0.9569,210.52
2019-02-28,EOSRUR,217.12,235,217.12,226.12,22.96,5345.71
2019-02-27,EOSRUR,212.55,218.65,212.55,217.12,2.792,609.17
2019-02-26,EOSRUR,229.2,229.58,212.55,212.55,14.27,3270.99
2019-02-25,EOSRUR,221.01,229.58,210.34,229.2,4.629,1034.46
2019-02-24,EOSRUR,247,249,220.38,221.01,1.92,467.66
2019-02-23,EOSRUR,225,247,217.37,247,3.702,898.54
2019-02-22,EOSRUR,213.3,225,213.3,225,1.117,247.78
2019-02-21,EOSRUR,216.77,236,213.3,213.3,7.676,1665.82
2019-02-20,EOSRUR,210,226.01,201.38,210,10.05,2111.14
2019-02-19,EOSRUR,209.41,217,189.82,210,239.41,47812.39
2019-02-18,EOSRUR,183.69,209.41,171,209.41,415.14,81569.85
2019-02-17,EOSRUR,185,185,173.13,183.69,40.83,7230.74
2019-02-16,EOSRUR,177,185,173.13,185,0.06479,11.75
2019-02-15,EOSRUR,173,185,173,177,47.6,8589.48
2019-02-14,EOSRUR,182.06,187.06,172,173,18.92,3404.17
2019-02-13,EOSRUR,178.99,182.06,165.7,182.06,66.5,11323.91
2019-02-12,EOSRUR,165.71,178.99,165.71,178.99,45.83,7879.0
2019-02-11,EOSRUR,174.3,180,165.68,165.71,100.26,16682.16
2019-02-10,EOSRUR,164,176,162,174.3,61.81,10434.83
2019-02-09,EOSRUR,164,171,143.48,164,14.85,2425.97
2019-02-08,EOSRUR,140,164.1,139,164,108.2,17155.93
2019-02-07,EOSRUR,148.59,148.59,139,140,4.786,681.32
2019-02-06,EOSRUR,148.59,148.59,139,148.59,51.47,7396.93
2019-02-05,EOSRUR,141.33,154,141.1,148.59,39.73,5745.39
2019-02-04,EOSRUR,140.19,154.01,140.09,141.33,42.7,6099.5
2019-02-03,EOSRUR,145.84,155.72,140.19,140.19,57.92,8475.04
2019-02-02,EOSRUR,140.5,155.3,140.5,145.84,10.67,1610.46
2019-02-01,EOSRUR,143.5,155.86,140.5,140.5,27.99,4115.19
2019-01-31,EOSRUR,153,156.61,140.53,143.5,77.2,11234.44
2019-01-30,EOSRUR,147.51,177.66,147.51,153,98.06,15068.76
2019-01-29,EOSRUR,152.5,154.1,147.51,147.51,193.37,29222.25
2019-01-28,EOSRUR,156,162.15,152.5,152.5,68.32,10601.88
2019-01-27,EOSRUR,166.93,166.93,156,156,109.1,17408.62
2019-01-26,EOSRUR,161.51,188.52,157,166.93,71.12,11723.51
2019-01-25,EOSRUR,164.98,212,156.5,161.51,203.45,37191.55
2019-01-24,EOSRUR,156.51,165,156.51,164.98,66.96,10703.91
2019-01-23,EOSRUR,155.74,156.51,155.74,156.51,9.399,1470.46
2019-01-22,EOSRUR,165,165,152.1,155.74,77.19,12274.08
2019-01-21,EOSRUR,157.37,165.74,151.01,165,233.31,36645.33
2019-01-20,EOSRUR,166,175,156,157.37,128.32,20766.4
2019-01-19,EOSRUR,161,174.98,161,166,172.74,29087.48
2019-01-18,EOSRUR,166.2,169.39,161,161,25.08,4159.46
2019-01-17,EOSRUR,164,170.35,150,166.2,251.56,39588.98
2019-01-16,EOSRUR,160,170.35,160,164,74.33,12161.97
2019-01-15,EOSRUR,162.11,170.99,158,160,111.33,18569.07
2019-01-14,EOSRUR,149,170.99,145,162.11,281.11,46358.81
2019-01-13,EOSRUR,167,173,140.21,149,297.62,47357.88
2019-01-12,EOSRUR,174.99,174.99,166.7,167,128.0,21586.29
2019-01-11,EOSRUR,172.06,175,170,174.99,127.23,21741.58
2019-01-10,EOSRUR,195,195,171.4,172.06,231.15,42839.67
2019-01-09,EOSRUR,182,195,182,195,59.06,10984.02
2019-01-08,EOSRUR,182,195,182,182,72.93,13460.39
2019-01-07,EOSRUR,190.05,199.05,182,182,119.9,22714.46
2019-01-06,EOSRUR,200,200,185,190.05,225.89,44856.35
2019-01-05,EOSRUR,188.34,202.98,187.63,200,108.42,20657.44
2019-01-04,EOSRUR,192,203,188.34,188.34,169.38,32651.35
2019-01-03,EOSRUR,205,205.72,192,192,89.94,17834.74
2019-01-02,EOSRUR,185,205,185,205,88.62,17679.84
2019-01-01,EOSRUR,183.34,193.37,183.34,185,10.58,1983.48
2018-12-31,EOSRUR,193,193,180.1,183.34,32.74,6045.96
2018-12-30,EOSRUR,192,193,179.41,193,47.09,8869.96
2018-12-29,EOSRUR,183,192.85,178.78,192,224.27,41480.72
2018-12-28,EOSRUR,187,195,176.02,183,117.83,21991.88
2018-12-27,EOSRUR,177.21,187,175.1,187,212.56,38361.15
2018-12-26,EOSRUR,181.97,187.19,176,177.21,227.11,40854.01
2018-12-25,EOSRUR,209.18,209.18,176,181.97,200.51,37215.8
2018-12-24,EOSRUR,199,215,195,209.18,355.79,72689.37
2018-12-23,EOSRUR,187.99,210,180.62,199,316.78,62034.94
2018-12-22,EOSRUR,187,187.99,176.24,187.99,144.75,26043.7
2018-12-21,EOSRUR,199.89,199.89,177,187,188.2,34469.57
2018-12-20,EOSRUR,180,214,175,199.89,709.59,131709.37
2018-12-19,EOSRUR,170,199,170,180,427.93,78750.2
2018-12-18,EOSRUR,153.53,178.66,153.53,170,193.11,32953.07
2018-12-17,EOSRUR,142.5,179.89,132.12,153.53,235.97,37570.53
2018-12-16,EOSRUR,135,147.01,130.2,142.5,98.67,13882.07
2018-12-15,EOSRUR,149.31,149.31,128.45,135,78.15,10557.78
2018-12-14,EOSRUR,142,149.9,136,149.31,272.93,39387.85
2018-12-13,EOSRUR,155.03,155.03,140.59,142,118.1,17227.49
2018-12-12,EOSRUR,162.11,162.11,152,155.03,68.42,10633.76
2018-12-11,EOSRUR,157.87,163.11,152.42,162.11,21.31,3360.68
2018-12-10,EOSRUR,169.7,169.7,157.87,157.87,182.73,29891.75
2018-12-09,EOSRUR,155,169.7,155,169.7,76.63,12605.97
2018-12-08,EOSRUR,156.7,167.1,155,155,120.02,19286.57
2018-12-07,EOSRUR,169.7,169.7,150,156.7,201.23,32105.03
2018-12-06,EOSRUR,180,186.72,160.2,169.7,245.46,42953.51
2018-12-05,EOSRUR,201.66,205.51,180,180,240.81,45981.34
2018-12-04,EOSRUR,190,201.66,187,201.66,190.75,37199.79
2018-12-03,EOSRUR,217.07,217.07,190,190,129.15,26221.45
2018-12-02,EOSRUR,216.06,220,204.25,217.07,155.51,33125.74
2018-12-01,EOSRUR,213.26,230,207,216.06,176.75,38200.71
2018-11-30,EOSRUR,220,232.2,210,213.26,218.0,47763.46
2018-11-29,EOSRUR,230.57,248,215,220,715.24,162181.81
2018-11-28,EOSRUR,205.11,250.66,205.11,230.57,147.21,33168.15
2018-11-27,EOSRUR,228.82,228.82,205,205.11,101.74,21908.09
2018-11-26,EOSRUR,223,245.49,214.89,228.82,148.6,33709.87
2018-11-25,EOSRUR,226.71,235.5,210.91,223,290.38,64223.84
2018-11-24,EOSRUR,241,250,219.44,226.71,198.34,47599.78
2018-11-23,EOSRUR,251.28,254.97,225.21,241,207.19,49508.87
2018-11-22,EOSRUR,255,279.77,250,251.28,144.5,37333.15
2018-11-21,EOSRUR,252.56,266.46,238.19,255,38.51,9885.47
2018-11-20,EOSRUR,279,288.32,222.2,252.56,227.66,58320.19
2018-11-19,EOSRUR,313.48,313.48,261,279,499.6,143323.56
2018-11-18,EOSRUR,316,321.38,310.1,313.48,65.38,20700.14
2018-11-17,EOSRUR,316,321.35,316,316,63.51,20248.1
2018-11-16,EOSRUR,330,335,316,316,105.02,33735.73
2018-11-15,EOSRUR,330,341.89,310,330,193.73,62093.35
2018-11-14,EOSRUR,346.1,346.1,321.73,330,95.02,31947.62
2018-11-13,EOSRUR,354.17,362.34,346,346.1,18.2,6438.28
2018-11-12,EOSRUR,357.29,362.81,354.17,354.17,34.17,12270.37
2018-11-11,EOSRUR,365.58,365.58,346,357.29,96.14,34101.92
2018-11-10,EOSRUR,360,367.66,358.26,365.58,38.1,13729.2
2018-11-09,EOSRUR,365,367.81,356.49,360,26.87,9636.62
2018-11-08,EOSRUR,362.5,369.79,356.83,365,52.89,19026.42
2018-11-07,EOSRUR,368.5,372.14,361.17,362.5,112.39,41486.4
2018-11-06,EOSRUR,360.68,369,356.49,368.5,76.13,27509.09
2018-11-05,EOSRUR,365,369,357.08,360.68,182.63,66670.34
2018-11-04,EOSRUR,350.45,365,350,365,158.48,57392.94
2018-11-03,EOSRUR,357.43,357.43,350.25,350.45,38.13,13442.91
2018-11-02,EOSRUR,345.01,357.66,345,357.43,41.92,14843.32
2018-11-01,EOSRUR,345.1,349.9,345,345.01,25.8,8933.5
2018-10-31,EOSRUR,345.1,350,345.1,345.1,40.9,14257.93
2018-10-30,EOSRUR,348,351,345.1,345.1,63.92,22245.59
2018-10-29,EOSRUR,356.99,357.8,348,348,18.35,6457.12
2018-10-28,EOSRUR,354,365,349,356.99,47.26,16698.56
2018-10-27,EOSRUR,351.67,360.02,350,354,32.3,11369.99
2018-10-26,EOSRUR,356.42,360,350,351.67,70.29,24992.58
2018-10-25,EOSRUR,351.3,359.9,350,356.42,74.43,26328.13
2018-10-24,EOSRUR,357.18,359.9,351.3,351.3,100.99,35924.15
2018-10-23,EOSRUR,355,361.91,355,357.18,72.81,26027.26
2018-10-22,EOSRUR,356.81,364.17,353.11,355,47.79,17047.83
2018-10-21,EOSRUR,352.09,364.17,352.09,356.81,65.44,23403.67
2018-10-20,EOSRUR,351.15,361.83,351.15,352.09,25.98,9185.21
2018-10-19,EOSRUR,353.95,362.89,350,351.15,28.5,10044.59
2018-10-18,EOSRUR,351.3,364.93,351.3,353.95,9.589,3452.28
2018-10-17,EOSRUR,350,366.37,350,351.3,79.25,28096.33
2018-10-16,EOSRUR,363,370,350,350,39.23,14054.79
2018-10-15,EOSRUR,362.5,371.58,350.3,363,61.69,22243.48
2018-10-14,EOSRUR,362.5,375.97,362.5,362.5,85.38,31520.43
2018-10-13,EOSRUR,367.5,374.16,362.25,362.5,5.856,2147.98
2018-10-12,EOSRUR,366,384,358,367.5,134.4,49103.66
2018-10-11,EOSRUR,387,400,366,366,338.53,129183.42
2018-10-10,EOSRUR,398.67,398.67,384.1,387,40.72,15808.91
2018-10-09,EOSRUR,399,399,383.5,398.67,80.45,31346.78
2018-10-08,EOSRUR,387.65,399,383,399,70.16,27413.96
2018-10-07,EOSRUR,385.24,388.99,383,387.65,3.746,1445.59
2018-10-06,EOSRUR,385.49,393.71,383.05,385.24,83.56,32533.06
2018-10-05,EOSRUR,390,398.91,371.98,385.49,35.99,14017.3
2018-10-04,EOSRUR,369.76,390,364.22,390,113.73,42528.07
2018-10-03,EOSRUR,369.1,380.94,369.1,369.76,10.22,3828.77
2018-10-02,EOSRUR,381.61,384.98,368.26,369.1,25.43,9545.28
2018-10-01,EOSRUR,364.22,385.69,364.22,381.61,12.52,4702.57
2018-09-30,EOSRUR,378.7,391.16,364.22,364.22,36.72,13985.34
2018-09-29,EOSRUR,382,399,364,378.7,95.95,36690.05
2018-09-28,EOSRUR,394.55,400,380.5,382,210.45,82822.75
2018-09-27,EOSRUR,386.86,394.69,366,394.55,186.14,71192.49
2018-09-26,EOSRUR,376.87,388.32,360.5,386.86,125.21,47096.24
2018-09-25,EOSRUR,377.26,377.26,353,376.87,233.57,85186.53
2018-09-24,EOSRUR,397.5,409.88,375.28,377.26,256.89,101204.76
2018-09-23,EOSRUR,397.52,414,390,397.5,177.4,72028.58
2018-09-22,EOSRUR,405.85,412,391,397.52,161.0,64542.31
2018-09-21,EOSRUR,382,414,366,405.85,142.88,56653.36
2018-09-20,EOSRUR,356.89,382,355.53,382,58.39,21447.32
2018-09-19,EOSRUR,355.95,365.09,349,356.89,110.83,39404.87
2018-09-18,EOSRUR,344.75,370,340,355.95,137.56,48781.27
2018-09-17,EOSRUR,387.94,387.94,344.75,344.75,212.15,77134.89
2018-09-16,EOSRUR,371.62,388.7,368.7,387.94,184.64,69875.04
2018-09-15,EOSRUR,366.96,385,352.88,371.62,169.46,63047.94
2018-09-14,EOSRUR,388,388.32,355.35,366.96,238.73,88756.11
2018-09-13,EOSRUR,356.97,388.81,352.65,388,344.91,127160.88
2018-09-12,EOSRUR,366,366,340.27,356.97,246.88,85906.64
2018-09-11,EOSRUR,369.59,380,345,366,253.15,92453.43
2018-09-10,EOSRUR,365,379.41,361.06,369.59,264.03,96964.56
2018-09-09,EOSRUR,352,385,343.91,365,343.64,126734.11
2018-09-08,EOSRUR,374.14,409,352,352,240.52,89097.38
2018-09-07,EOSRUR,375.9,415.8,365.76,374.14,239.51,89639.51
2018-09-06,EOSRUR,392.32,392.32,364.2,375.9,423.45,156488.57
2018-09-05,EOSRUR,444.07,444.52,370.4,392.32,463.91,186891.61
2018-09-04,EOSRUR,440.94,444.22,430,444.07,133.96,59020.76
2018-09-03,EOSRUR,438.35,444.94,424,440.94,73.73,32058.91
2018-09-02,EOSRUR,461.69,461.69,425,438.35,201.09,88893.83
2018-09-01,EOSRUR,416.92,461.69,409,461.69,200.97,88842.5
2018-08-31,EOSRUR,417,421.17,405,416.92,74.1,30453.26
2018-08-30,EOSRUR,423.7,448,392.45,417,226.42,94075.2
2018-08-29,EOSRUR,453,453.8,418.43,423.7,149.83,64830.48
2018-08-28,EOSRUR,364.2,453,364.2,453,156.56,66045.98
2018-08-27,EOSRUR,396.66,458.01,310,364.2,258.61,97730.31
2018-08-26,EOSRUR,394.1,455,393,396.66,112.56,45585.31
2018-08-25,EOSRUR,402,408.55,393,394.1,57.35,22917.84
2018-08-24,EOSRUR,400.1,416.04,393,402,160.37,64217.91
2018-08-23,EOSRUR,407.48,421,400,400.1,169.62,69215.07
2018-08-22,EOSRUR,416.89,427.13,401.55,407.48,17.65,7226.95
2018-08-21,EOSRUR,420.1,434.3,400.1,416.89,130.25,52837.99
2018-08-20,EOSRUR,445.1,453.39,420.1,420.1,149.47,65665.19
2018-08-19,EOSRUR,440,465.46,440,445.1,54.52,24486.54
2018-08-18,EOSRUR,475,475,440,440,170.63,75522.92
2018-08-17,EOSRUR,442.74,475,440.24,475,111.78,52247.93
2018-08-16,EOSRUR,465.23,479,440,442.74,252.45,116982.74
2018-08-15,EOSRUR,425.1,478.99,425.1,465.23,113.27,51602.52
2018-08-14,EOSRUR,455,470,425.1,425.1,249.79,111683.85
2018-08-13,EOSRUR,473.7,481.27,452.23,455,111.67,51920.03
2018-08-12,EOSRUR,460,489.68,448.01,473.7,141.69,64589.63
2018-08-11,EOSRUR,476.11,497.68,440.07,460,260.1,119654.86
2018-08-10,EOSRUR,520,520,455,476.11,118.39,57759.49
2018-08-09,EOSRUR,479,557,470,520,132.57,66156.82
2018-08-08,EOSRUR,520.9,520.9,451.2,479,244.86,121316.59
2018-08-07,EOSRUR,530,539.5,520.8,520.9,192.52,101063.22
2018-08-06,EOSRUR,545.8,545.8,520,530,75.53,39751.55
2018-08-05,EOSRUR,545.81,545.81,530,545.8,51.4,27489.95
2018-08-04,EOSRUR,540,560,530,545.81,58.45,31637.51
2018-08-03,EOSRUR,543.9,578,530,540,227.32,122577.0
2018-08-02,EOSRUR,544.5,557,534,543.9,122.89,66709.22
2018-08-01,EOSRUR,547,553.04,539,544.5,154.11,84002.51
2018-07-31,EOSRUR,551.1,578.82,540,547,84.05,46064.48
2018-07-30,EOSRUR,590,600,545,551.1,149.43,84712.5
2018-07-29,EOSRUR,580,616.56,580,590,206.1,124590.18
2018-07-28,EOSRUR,605,625,580,580,67.33,40252.61
2018-07-27,EOSRUR,639.9,639.9,591,605,216.37,130534.51
2018-07-26,EOSRUR,630.51,650.26,613.44,639.9,61.57,38206.79
2018-07-25,EOSRUR,673,673,611.01,630.51,71.81,45113.27
2018-07-24,EOSRUR,660,675,630,673,163.18,106068.42
2018-07-23,EOSRUR,660,679.1,627,660,106.72,69730.31
2018-07-22,EOSRUR,650.45,664,615.07,660,171.22,111635.71
2018-07-21,EOSRUR,641.95,664,610,650.45,115.83,74639.77
2018-07-20,EOSRUR,654.85,665,628,641.95,104.97,67194.35
2018-07-19,EOSRUR,652.04,655,627,654.85,76.14,48493.72
2018-07-18,EOSRUR,643,680.79,636,652.04,244.38,160065.82
2018-07-17,EOSRUR,632.38,669.5,602,643,431.31,276314.48
2018-07-16,EOSRUR,620,653.71,601,632.38,162.63,101808.38
2018-07-15,EOSRUR,627.62,643.71,605,620,107.04,66215.54
2018-07-14,EOSRUR,626.17,642.11,608,627.62,67.84,42386.13
2018-07-13,EOSRUR,648.02,671.59,616.48,626.17,77.19,49147.47
2018-07-12,EOSRUR,701.97,702.09,620,648.02,165.11,107268.45
2018-07-11,EOSRUR,678.1,707.03,678.1,701.97,129.02,89638.08
2018-07-10,EOSRUR,727.65,740.28,678.1,678.1,207.54,148329.97
2018-07-09,EOSRUR,752.19,753.47,726.58,727.65,58.81,43334.93
2018-07-08,EOSRUR,745,756.47,720,752.19,184.59,137787.96
2018-07-07,EOSRUR,750,750,731.83,745,82.98,61170.41
2018-07-06,EOSRUR,735,750,716,750,132.18,97008.1
2018-07-05,EOSRUR,742.57,751,732.86,735,69.61,51380.17
2018-07-04,EOSRUR,720.58,750.92,714.7,742.57,63.8,46337.76
2018-07-03,EOSRUR,736.97,752.28,718.72,720.58,108.83,79778.91
2018-07-02,EOSRUR,702.89,736.97,690.11,736.97,103.06,73829.76
2018-07-01,EOSRUR,700,714.64,682,702.89,40.32,28046.0
2018-06-30,EOSRUR,683.03,715,662.74,700,117.14,82494.32
2018-06-29,EOSRUR,673.47,683.03,650,683.03,106.64,71422.14
2018-06-28,EOSRUR,685,688.17,666.89,673.47,69.35,46913.68
2018-06-27,EOSRUR,670,685.52,615,685,121.28,78792.49
2018-06-26,EOSRUR,637.65,722.43,630.11,670,192.78,132628.07
2018-06-25,EOSRUR,644.43,685.28,610,637.65,160.56,104491.09
2018-06-24,EOSRUR,685.55,700.72,610,644.43,222.96,145208.17
2018-06-23,EOSRUR,685.67,727.24,680,685.55,136.88,95425.08
2018-06-22,EOSRUR,735,745.3,680,685.67,366.46,259082.34
2018-06-21,EOSRUR,767,788.04,718,735,215.53,160675.32
2018-06-20,EOSRUR,786.63,788.04,747.11,767,469.83,361905.64
2018-06-19,EOSRUR,759.8,788.04,741.95,786.63,115.21,88606.46
2018-06-18,EOSRUR,746,777.8,730,759.8,66.1,49745.29
2018-06-17,EOSRUR,759.99,780,732.7,746,88.03,65924.01
2018-06-16,EOSRUR,766.46,768.75,730,759.99,97.83,73427.22
2018-06-15,EOSRUR,761,808.73,730.03,766.46,326.34,248414.83
2018-06-14,EOSRUR,720.02,797.6,711.06,761,332.95,253067.3
2018-06-13,EOSRUR,763.73,783.57,687.99,720.02,464.69,340071.29
2018-06-12,EOSRUR,807.38,822.84,755,763.73,447.31,352706.27
2018-06-11,EOSRUR,811.44,815.08,765.51,807.38,404.54,316628.39
2018-06-10,EOSRUR,887.32,887.32,801,811.44,591.45,494184.19
2018-06-09,EOSRUR,862,897.6,837.23,887.32,616.45,542094.17
2018-06-08,EOSRUR,864.85,871.76,834.43,862,232.67,197597.74
2018-06-07,EOSRUR,842,865,827.29,864.85,287.64,243568.56
2018-06-06,EOSRUR,846.79,853.83,826.52,842,202.84,169631.25
2018-06-05,EOSRUR,815,850,785.13,846.79,399.49,325634.35
2018-06-04,EOSRUR,889.98,893.67,791,815,570.07,475445.46
2018-06-03,EOSRUR,900,912.9,855,889.98,1059.4,943514.21
2018-06-02,EOSRUR,739.89,947.86,711.07,900,2184.63,1867924.75
2018-06-01,EOSRUR,732.6,750,689,739.89,1122.59,806920.17
2018-05-31,EOSRUR,722.51,754,700,732.6,1421.79,1032962.67
2018-05-30,EOSRUR,734.5,764.66,701,722.51,984.13,723600.16
2018-05-29,EOSRUR,724.91,760,666.25,734.5,1142.73,820890.31
2018-05-28,EOSRUR,763.56,802.59,723.55,724.91,722.74,546546.0
2018-05-27,EOSRUR,779,793.12,760,763.56,295.0,228033.27
2018-05-26,EOSRUR,805,805,741.42,779,765.38,599462.8
2018-05-25,EOSRUR,815,823.09,746,805,864.3,676229.42
2018-05-24,EOSRUR,671,826.19,670,815,1875.25,1444369.51
2018-05-23,EOSRUR,767.2,769.88,660.55,671,1129.68,802536.29
2018-05-22,EOSRUR,807.3,817.31,759.03,767.2,428.84,335434.69
2018-05-21,EOSRUR,847.86,865.26,800,807.3,627.41,521531.47
2018-05-20,EOSRUR,804.01,865.26,804.01,847.86,722.32,605387.92
2018-05-19,EOSRUR,788.52,826.5,768.1,804.01,675.99,540601.59
2018-05-18,EOSRUR,760,814.4,746.49,788.52,495.93,389851.45
2018-05-17,EOSRUR,776.82,858.08,760,760,1058.2,851539.33
2018-05-16,EOSRUR,807.47,840,755.32,776.82,740.7,574164.84
2018-05-15,EOSRUR,870.77,886.72,780.77,807.47,463.8,393182.35
2018-05-14,EOSRUR,940.77,959.15,870.77,870.77,1043.13,930835.71
2018-05-13,EOSRUR,900.44,960.55,871,940.77,860.58,796001.87
2018-05-12,EOSRUR,952.56,959.82,810,900.44,1210.59,1080895.77
2018-05-11,EOSRUR,1103.82,1106.11,895.57,952.56,1294.48,1263691.21
2018-05-10,EOSRUR,1097.53,1128.88,1088.49,1103.82,414.78,459175.83
2018-05-09,EOSRUR,1132.55,1149.92,1070,1097.53,437.55,478121.31
2018-05-08,EOSRUR,1107.61,1154.69,1082,1132.55,759.41,848336.65
2018-05-07,EOSRUR,1050.27,1130,1020,1107.61,815.29,883449.91
2018-05-06,EOSRUR,1086.7,1090,1030,1050.27,750.88,794748.5
2018-05-05,EOSRUR,1039.05,1135.2,1023.83,1086.7,801.91,881073.83
2018-05-04,EOSRUR,1076.8,1086,1001,1039.05,1469.84,1517732.94
2018-05-03,EOSRUR,1171.44,1190,1033.95,1076.8,1206.17,1325392.83
2018-05-02,EOSRUR,1169.8,1200.01,1100.51,1171.44,906.21,1048054.0
2018-05-01,EOSRUR,1078.82,1169.8,1005,1169.8,1603.19,1730278.84
2018-04-30,EOSRUR,1287.57,1311.77,1001,1078.82,3094.36,3522883.91
2018-04-29,EOSRUR,1126.62,1420,1126.62,1287.57,3404.88,4316286.35
2018-04-28,EOSRUR,1060,1190,1042.96,1126.62,2953.97,3327861.91
2018-04-27,EOSRUR,939,1090,903,1060,1677.01,1671437.82
2018-04-26,EOSRUR,918.94,939,850.9,939,919.99,829270.79
2018-04-25,EOSRUR,910,930.52,778.64,918.94,1804.92,1539206.64
2018-04-24,EOSRUR,696.09,960.22,696.09,910,1700.64,1444849.21
2018-04-23,EOSRUR,683.33,710,659.85,696.09,280.99,195863.34
2018-04-22,EOSRUR,650,700,636.59,683.33,301.69,207554.12
2018-04-21,EOSRUR,695,697.6,618.1,650,594.11,387864.6
2018-04-20,EOSRUR,558,695,557.84,695,1054.0,643467.26
2018-04-19,EOSRUR,535,558,523.73,558,316.53,170376.61
2018-04-18,EOSRUR,510.85,535,507,535,290.24,150861.59
2018-04-17,EOSRUR,490.74,535,480,510.85,648.32,333702.38
2018-04-16,EOSRUR,509.5,512,472,490.74,502.84,244244.31
2018-04-15,EOSRUR,532.91,532.91,460,509.5,266.06,132236.3
2018-04-14,EOSRUR,520.7,540.56,488,532.91,963.35,492532.97
2018-04-13,EOSRUR,529.47,575.16,514,520.7,1266.07,691074.93
2018-04-12,EOSRUR,516,561.9,501.7,529.47,1997.72,1062353.94
2018-04-11,EOSRUR,379.04,544.49,373.5,516,3302.16,1481769.26
2018-04-10,EOSRUR,347,389.11,342.53,379.04,661.38,246168.8
2018-04-09,EOSRUR,341.44,362.08,335.32,347,647.48,225411.32
2018-04-08,EOSRUR,341.54,343.14,331.25,341.44,178.34,60653.69
2018-04-07,EOSRUR,342.45,342.57,325.78,341.54,356.01,119055.44
2018-04-06,EOSRUR,360,361.87,320,342.45,390.28,133575.04
2018-04-05,EOSRUR,321.61,360,313.45,360,580.04,194715.63
2018-04-04,EOSRUR,333,342.6,312,321.61,554.75,180173.88
2018-04-03,EOSRUR,311.26,340.3,311.26,333,419.75,138578.67
2018-04-02,EOSRUR,315.76,348.63,310.08,311.26,353.83,112705.04
2018-04-01,EOSRUR,364,364,300,315.76,435.49,142919.34
2018-03-31,EOSRUR,354.84,370,342.13,364,342.82,122555.64
2018-03-30,EOSRUR,355.18,365,335.04,354.84,658.7,232847.34
2018-03-29,EOSRUR,341.93,364.9,323.33,355.18,620.61,215193.55
2018-03-28,EOSRUR,349.95,360,330.57,341.93,450.55,157406.56
2018-03-27,EOSRUR,335,360,306,349.95,575.41,193975.54
2018-03-26,EOSRUR,369.15,372.83,311.05,335,479.6,158458.56
2018-03-25,EOSRUR,370,380.16,361,369.15,247.08,90885.0
2018-03-24,EOSRUR,387.6,401.93,361.57,370,1952.66,745116.13
2018-03-23,EOSRUR,376.79,396,358.09,387.6,655.93,247945.94
2018-03-22,EOSRUR,399.57,405,338,376.79,1230.08,467164.21
